hour,price_eur_mwh,wind_onshore,wind_offshore,solar,ror,biomass,lignite,hardcoal,ccgt_new,ccgt_exist,ocgt,oil,net_import_mwh,load_shed_mwh,storage_soc_mwh
1713,133.27499999999998,3989.1765873015797,8605.353260869564,35370.99375,1493.1,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,10884.233701080499
1714,133.27499999999998,4795.1349206349205,8903.722826086956,35014.47,1514.6499999999999,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,18107.562967729955
1715,133.27499999999998,5473.908730158724,8821.793478260868,31693.848749999997,1528.825,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,22777.81300449618
1716,133.27499999999998,5867.555555555553,9146.739130434782,27412.285,1527.125,8000.0,9000.0,8000.0,10000.0,20000.0,14000.0,-0.0,-0.0,-0.0,38785.79298619261
1717,133.27499999999998,5920.355158730158,9127.010869565216,22655.78625,1521.325,8000.0,9000.0,8000.0,10000.0,20000.0,988.5185672319831,-0.0,-0.0,-0.0,38785.79298619261
1718,133.27499999999998,5687.845238095237,8272.255434782608,17536.1525,1550.25,8000.0,9000.0,8000.0,10000.0,20000.0,5095.87060621769,-0.0,-0.0,-0.0,38785.79298619261
1719,133.27499999999998,5466.74404761904,8364.048913043478,11002.087500000001,1581.7,8000.0,9000.0,8000.0,10000.0,20000.0,10946.871327888786,-0.0,-0.0,-0.0,38785.79298619261
1720,144.6226302083333,5131.966269841264,8406.440217391302,3702.8375000000005,1605.0500000000002,8000.0,9000.0,8000.0,10000.0,20000.0,14000.0,-0.0,-0.0,-0.0,32118.193268635805
1721,144.6226302083333,5244.730158730158,8509.728260869566,240.15499999999997,1653.75,8000.0,9000.0,8000.0,10000.0,20000.0,14000.0,-0.0,-0.0,-0.0,19839.461000377847
1722,144.6226302083333,5868.878968253961,8081.983695652172,72.72375,1619.275,8000.0,9000.0,8000.0,10000.0,20000.0,14000.0,-0.0,-0.0,-0.0,7894.059695480571
1723,144.6226302083333,6302.867063492054,8450.054347826084,42.6775,1590.9,8000.0,9000.0,8000.0,10000.0,20000.0,14000.0,-0.0,-0.0,-0.0,2085.626383494876
1724,144.6226302083333,6221.910714285711,7342.255434782607,12.52375,1565.95,8000.0,9000.0,8000.0,10000.0,20000.0,14000.0,-0.0,-0.0,-0.0,0.0
1725,133.27499999999998,5569.057539682539,7634.184782608694,-0.0,1571.225,8000.0,9000.0,8000.0,10000.0,20000.0,11907.170065526754,-0.0,-0.0,-0.0,0.0
1726,133.27499999999998,4944.452380952371,6591.603260869562,-0.0,1570.1999999999998,8000.0,9000.0,8000.0,10000.0,20000.0,8345.963438347053,-0.0,-0.0,-0.0,0.0
1727,133.27499999999998,4544.325396825395,6019.157608695651,-0.0,1551.725,8000.0,9000.0,8000.0,10000.0,20000.0,5449.626805613917,-0.0,-0.0,-0.0,0.0
1728,133.27499999999998,4293.196428571422,6249.538043478261,-0.0,1537.1750000000002,8000.0,9000.0,8000.0,10000.0,20000.0,2833.483874601702,-0.0,-0.0,-0.0,0.0
1729,133.27499999999998,4351.837301587291,6603.342391304346,-0.0,1538.4999999999998,8000.0,9000.0,8000.0,10000.0,20000.0,2474.7117582438295,-0.0,-0.0,-0.0,0.0
1730,133.27499999999998,4330.160714285711,6990.978260869563,-0.0,1538.075,8000.0,9000.0,8000.0,10000.0,20000.0,14000.0,-0.0,-0.0,-0.0,11495.385399248446
1731,133.27499999999998,3922.001984126975,6926.820652173912,6.02,1540.4,8000.0,9000.0,8000.0,10000.0,20000.0,11327.517545870622,-0.0,-0.0,-0.0,17861.64669891679
1732,133.27499999999998,3994.9265873015797,6509.103260869562,12.09375,1557.8249999999998,8000.0,9000.0,8000.0,10000.0,20000.0,9669.53781569882,-0.0,-0.0,-0.0,17861.64669891679
1733,144.6226302083333,4333.811507936501,5918.233695652173,169.90375,1571.975,8000.0,9000.0,8000.0,10000.0,20000.0,14000.0,-0.0,-0.0,-0.0,12604.414662522442
1734,144.6226302083333,4194.077380952381,5457.309782608695,3597.43375,1604.2,8000.0,9000.0,8000.0,10000.0,20000.0,14000.0,-0.0,-0.0,-0.0,3405.4068571077987
1735,144.6226302083333,3511.880952380948,5872.826086956522,12860.06375,1598.675,8000.0,9000.0,8000.0,10000.0,20000.0,14000.0,-0.0,-0.0,-0.0,0.0
1736,133.27499999999998,2695.5634920634875,5672.934782608695,24890.4425,1596.05,8000.0,9000.0,8000.0,10000.0,20000.0,7585.300569636096,-0.0,-0.0,-0.0,0.0
1737,122.81702399999998,2965.4484126984084,5275.679347826084,33614.87375,1577.9499999999998,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,777.6862566261739
1738,122.81702399999998,3521.281746031738,5107.663043478258,36794.29375,1547.925,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,5370.433433385686
1739,122.81702399999998,4210.095238095237,5863.206521739129,36482.3825,1546.8999999999999,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,11602.55171267938
1740,122.81702399999998,4707.698412698409,6066.847826086956,32603.40625,1558.85,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,16599.381409051053
1741,122.81702399999998,5716.503968253961,6408.179347826085,25614.83125,1558.925,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,17863.114588496843
1742,133.27499999999998,7012.398809523804,6739.483695652173,18024.8475,1541.95,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,14904.435969962884
1743,133.27499999999998,8680.674603174593,8207.038043478258,10387.295,1561.15,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,7496.5742549544375
1744,133.27499999999998,9388.472222222212,9343.695652173912,3385.0137499999787,1595.625,8000.0,9000.0,8000.0,10000.0,20000.0,14000.0,-0.0,-0.0,-0.0,7413.679237169514
1745,133.27499999999998,10889.861111111106,9402.554347826084,244.7775,1605.8499999999995,8000.0,9000.0,8000.0,10000.0,20000.0,14000.0,-0.0,-0.0,-0.0,3994.52424841902
1746,133.27499999999998,12963.466269841265,8992.173913043478,52.1375,1590.175,8000.0,9000.0,8000.0,10000.0,20000.0,10430.307884201298,-0.0,-0.0,-0.0,0.0
1747,133.27499999999998,14863.978174603171,8223.179347826088,26.445,1551.975,8000.0,9000.0,8000.0,10000.0,20000.0,8241.137288189975,-0.0,-0.0,-0.0,0.0
1748,133.27499999999998,15991.251984126975,7820.135869565217,15.31875,1531.175,8000.0,9000.0,8000.0,10000.0,20000.0,2405.725793176407,-0.0,-0.0,-0.0,0.0
1749,117.87894736842105,16729.48809523809,6877.092391304346,-0.0,1535.9999999999998,8000.0,7315.773831509352,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,0.0
1750,117.87894736842105,17515.23015873016,5969.021739130434,-0.0,1517.6999999999998,8000.0,3202.6074218804133,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,0.0
1751,115.3906976744186,18165.117063492064,5216.657608695651,-0.0,1505.4,8000.0,-0.0,6793.854420150426,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,0.0
1752,115.3906976744186,18751.89087301587,5414.429347826085,-0.0,1511.875,8000.0,-0.0,3289.2412643872813,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,0.0
1753,104.21153846153845,19510.434523809516,5882.690217391305,-0.0,1525.125,8000.0,-0.0,-0.0,10000.0,19326.39737359504,-0.0,-0.0,-0.0,-0.0,0.0
1754,104.21153846153845,19979.242063492053,6365.054347826084,-0.0,1523.55,8000.0,-0.0,-0.0,10000.0,17949.37017944492,-0.0,-0.0,-0.0,-0.0,0.0
1755,104.21153846153845,20382.83730158729,6104.103260869563,6.1275,1521.625,8000.0,-0.0,-0.0,10000.0,17839.675532529687,-0.0,-0.0,-0.0,-0.0,0.0
1756,104.21153846153845,21040.02579365079,5197.336956521739,12.5775,1535.7,8000.0,-0.0,-0.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,1268.3008298981927
1757,104.21153846153845,21720.579365079357,4554.86413043478,229.29749999999999,1535.725,8000.0,-0.0,-0.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,1310.41791389634
1758,113.0867561431624,20724.597222222223,3745.760869565217,4923.929999999999,1538.3,8000.0,-0.0,-0.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,652.1000386881233
1759,104.21153846153845,18082.335317460318,3084.211956521739,15885.75875,1519.325,8000.0,-0.0,-0.0,10000.0,17519.063606979726,-0.0,-0.0,-0.0,-0.0,652.1000386881233
1760,104.21153846153845,16832.349206349198,2040.4076086956509,29295.5775,1511.75,8000.0,-0.0,-0.0,10000.0,10496.929334481596,-0.0,-0.0,-0.0,-0.0,652.1000386881233
1761,104.21153846153845,17834.720238095237,1388.641304347824,38976.32875,1494.075,8000.0,-0.0,-0.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,17089.656455257227
1762,104.21153846153845,19067.867063492064,837.1467391304341,44384.11625,1515.5749999999996,8000.0,-0.0,-0.0,10000.0,-0.0,-0.0,-0.0,-0.0,-0.0,18991.198822223334
1763,104.21153846153845,20291.704365079357,475.271739130434,47886.35875,1508.45,8000.0,-0.0,-0.0,10000.0,-0.0,-0.0,-0.0,-0.0,-0.0,26240.706400168892
1764,104.21153846153845,21150.05158730158,542.36413043478,47322.62875,1476.2999999999995,8000.0,-0.0,-0.0,10000.0,4788.318890121151,-0.0,-0.0,-0.0,-0.0,41001.874645424905
1765,104.21153846153845,22650.299603174593,1055.9510869565188,40515.40625,1452.725,8000.0,-0.0,-0.0,10000.0,-0.0,-0.0,-0.0,-0.0,-0.0,49124.42387117655
1766,104.21153846153845,24373.382936507936,1599.456521739129,29817.65125,1460.575,8000.0,-0.0,-0.0,10000.0,-0.0,-0.0,-0.0,-0.0,-0.0,50000.0
1767,104.21153846153845,24737.27579365079,2454.211956521739,17010.853750000002,1475.925,8000.0,-0.0,-0.0,10000.0,11486.077258736746,-0.0,-0.0,-0.0,-0.0,50000.0
1768,115.3906976744186,23702.27579365079,3185.298913043478,5112.323749999979,1494.8499999999995,8000.0,-0.0,3597.3378845569387,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,46112.02110883122
1769,115.3906976744186,24258.611111111106,1904.510869565217,319.86625,1518.75,8000.0,-0.0,-0.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,29593.238083920223
1770,115.3906976744186,26954.3115079365,1151.902173913041,77.88375,1512.2749999999999,8000.0,-0.0,-0.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,15591.840066740782
1771,115.3906976744186,28847.24801587301,896.820652173912,42.19375,1480.6,8000.0,-0.0,-0.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,7991.3736877127285
1772,115.3906976744186,28523.559523809516,1025.461956521739,29.562500000000004,1476.8499999999995,8000.0,-0.0,-0.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,4061.5784394543816
1773,115.3906976744186,26034.44841269841,1196.6576086956509,-0.0,1485.925,8000.0,-0.0,-0.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,238.02005086965207
1774,115.3906976744186,23949.206349206343,1637.608695652173,-0.0,1474.5749999999998,8000.0,-0.0,2240.852419492734,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,238.02005086965207
1775,106.33485097674416,22017.982142857145,2152.255434782607,-0.0,1425.625,8000.0,-0.0,-0.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,347.00400880611926
1776,106.33485097674416,20188.158730158724,2390.788043478261,-0.0,1418.2,8000.0,-0.0,-0.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,1186.0069723632755
1777,106.33485097674416,17972.720238095237,2824.4021739130408,-0.0,1424.3249999999998,8000.0,-0.0,-0.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,1523.8707915089155
1778,115.3906976744186,16102.28174603174,3465.978260869563,-0.0,1417.875,8000.0,-0.0,908.3335701395627,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,1523.8707915089155
1779,115.3906976744186,15290.527777777777,4358.967391304346,6.0737499999999995,1409.575,8000.0,-0.0,-0.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,0.0
1780,115.3906976744186,15174.478174603173,4376.739130434783,14.405000000000001,1412.6,8000.0,-0.0,1595.0549935714007,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,0.0
1781,115.3906976744186,15301.70833333333,4657.663043478261,588.6162499999785,1436.375,8000.0,-0.0,1092.3644736277492,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,0.0
1782,104.21153846153845,14157.86904761904,5832.065217391302,9751.27125,1390.95,8000.0,-0.0,-0.0,10000.0,14864.178990024664,-0.0,-0.0,-0.0,-0.0,0.0
1783,104.21153846153845,11545.361111111106,6407.690217391302,29093.0475,1432.725,8000.0,-0.0,-0.0,10000.0,3226.073054368293,-0.0,-0.0,-0.0,-0.0,0.0
1784,89.21500626315789,8999.023809523804,6706.385869565217,48889.65625,1462.85,8000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,157.2560536723503
1785,89.2150062631579,8953.9365079365,6925.597826086956,61959.13,1480.45,8000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10719.768856610179
1786,89.2150062631579,10689.980158730157,7850.788043478261,67839.70249999998,1475.25,8000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,29172.16130121066
1787,89.21500626315789,13205.878968253961,8944.972826086956,66464.025,1454.925,8000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,50761.72461964315
1788,89.2150062631579,15319.049603174593,9617.201086956522,61407.81625,1438.5,8000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,71671.054908349
1789,89.2150062631579,16041.313492063488,10931.657608695652,53062.59125,1466.075,8000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,88456.64754026665
1790,89.21500626315789,17478.950396825396,11532.96195652174,40609.253749999974,1432.475,8000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,95932.94189313619
1791,90.85000000000001,19910.059523809516,12894.130434782606,24315.69375,1415.2500000000002,8000.0,-0.0,-0.0,5039.370270903997,-0.0,-0.0,-0.0,-0.0,-0.0,95932.94189313619
1792,104.21153846153845,18770.50992063492,15311.25,7398.84875,1437.0749999999998,8000.0,-0.0,-0.0,10000.0,-0.0,-0.0,-0.0,-0.0,-0.0,80320.19150871778
1793,104.21153846153845,18292.621031746025,16170.815217391304,349.96625,1455.325,8000.0,-0.0,-0.0,10000.0,16760.762399745687,-0.0,-0.0,-0.0,-0.0,69563.98905907557
1794,104.21153846153845,21361.25,14811.440217391306,41.33375,1475.125,8000.0,-0.0,-0.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,63575.53054584819
1795,104.21153846153845,24773.007936507936,12765.652173913044,44.182500000000005,1444.2749999999999,8000.0,-0.0,-0.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,62962.594045734484
1796,104.21153846153845,26705.55555555555,12461.08695652174,24.4025,1420.8999999999999,8000.0,-0.0,-0.0,10000.0,16908.15290908198,-0.0,-0.0,-0.0,-0.0,62962.594045734484
1797,104.21153846153845,26297.99007936508,11796.195652173912,-0.0,1413.45,8000.0,-0.0,-0.0,10000.0,16648.166144545263,-0.0,-0.0,-0.0,-0.0,62962.594045734484
1798,104.21153846153845,27152.82341269841,15792.961956521738,-0.0,1391.8249999999998,8000.0,-0.0,-0.0,10000.0,8370.500112962196,-0.0,-0.0,-0.0,-0.0,62962.594045734484
1799,96.03213784615383,29126.579365079357,22244.75543478261,-0.0,1396.775,8000.0,-0.0,-0.0,10000.0,-0.0,-0.0,-0.0,-0.0,-0.0,64134.175435145225
1800,96.03213784615383,29572.158730158724,21391.548913043476,-0.0,1387.675,8000.0,-0.0,-0.0,10000.0,-0.0,-0.0,-0.0,-0.0,-0.0,66405.66457591804
1801,96.03213784615383,29860.571428571424,21567.554347826088,-0.0,1389.45,8000.0,-0.0,-0.0,10000.0,-0.0,-0.0,-0.0,-0.0,-0.0,68443.29779161458
1802,96.03213784615383,30879.918650793647,21222.798913043476,-0.0,1377.825,8000.0,-0.0,-0.0,10000.0,-0.0,-0.0,-0.0,-0.0,-0.0,70768.98821087755
1803,104.21153846153845,30511.462301587293,19502.364130434784,6.235,1387.3,8000.0,-0.0,-0.0,10000.0,1269.8742018566554,-0.0,-0.0,-0.0,-0.0,70768.98821087755
1804,104.21153846153845,30570.559523809512,18462.717391304348,13.06125,1408.8499999999995,8000.0,-0.0,-0.0,10000.0,8178.7399808986665,-0.0,-0.0,-0.0,-0.0,70768.98821087755
1805,104.21153846153845,30248.28571428571,16034.347826086956,809.2062500000001,1454.9,8000.0,-0.0,-0.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,69857.38642377246
1806,104.21153846153845,26526.119047619042,13108.53260869565,11136.731249999999,1441.625,8000.0,-0.0,-0.0,10000.0,-0.0,-0.0,-0.0,-0.0,-0.0,45932.94189313618
1807,104.21153846153845,21641.996031746028,9562.74456521739,30031.25375,1431.5749999999998,8000.0,-0.0,-0.0,10000.0,15643.928784543044,-0.0,-0.0,-0.0,-0.0,45932.94189313618
1808,90.85000000000001,22658.011904761897,5982.798913043478,49645.542499999996,1437.3249999999996,8000.0,-0.0,-0.0,8399.943077215376,-0.0,-0.0,-0.0,-0.0,-0.0,45932.94189313618
1809,90.85000000000001,21692.148809523806,3615.326086956522,65191.49375,1441.7749999999999,8000.0,-0.0,-0.0,8784.6681589431,-0.0,-0.0,-0.0,-0.0,-0.0,59145.86896667098
1810,90.85000000000001,21385.664682539682,1773.1793478260852,71616.23125,1452.55,8000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,68828.54930490302
1811,90.85000000000001,18536.08333333333,1197.065217391302,74865.84874999999,1415.275,8000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,79805.01022816965
1812,90.85000000000001,17901.80357142857,1223.396739130434,73460.93125,1464.3,8000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,90287.92585535918
1813,90.85000000000001,16271.039682539684,1084.320652173912,67251.73125,1542.5,8000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,95932.94189313619
1814,90.85000000000001,15740.396825396818,1428.505434782607,54873.75125,1512.3499999999995,8000.0,-0.0,-0.0,4971.612880287425,-0.0,-0.0,-0.0,-0.0,-0.0,95932.94189313619
1815,104.21153846153845,15324.069444444434,3197.2010869565192,33938.66375,1460.125,8000.0,-0.0,-0.0,10000.0,14888.737164720053,-0.0,-0.0,-0.0,-0.0,95932.94189313619
1816,117.87894736842105,15263.831349206344,3464.592391304346,11016.11625,1438.5499999999995,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,91286.5315243564
1817,117.87894736842105,16492.779761904752,3774.945652173912,609.8474999999785,1475.25,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,71823.02727940089
1818,117.87894736842105,20593.30555555555,3720.570652173912,81.91499999999999,1477.825,8000.0,1152.1518107912561,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,47014.42173210542
1819,117.87894736842105,22665.76984126984,2586.929347826085,57.13625,1446.9499999999998,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,37778.92523719789
1820,117.87894736842105,22800.16468253967,2252.11956521739,27.14375,1430.95,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,33478.843478709765
1821,117.87894736842105,21203.170634920632,2571.358695652173,-0.0,1420.075,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,31718.391104850198
1822,117.87894736842105,20227.222222222223,3092.5271739130408,-0.0,1396.3,8000.0,6318.66785634312,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,31718.391104850198
1823,117.87894736842105,19321.32341269841,3332.9347826086946,-0.0,1376.85,8000.0,3027.7606837780113,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,31718.391104850198
1824,117.87894736842105,18828.92261904762,2616.847826086956,-0.0,1364.725,8000.0,1390.4792308694887,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,31718.391104850198
1825,117.87894736842105,18404.472222222223,2461.059782608695,-0.0,1359.125,8000.0,1139.0107626276586,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,31718.391104850198
1826,117.87894736842105,18576.37896825396,2762.4456521739116,-0.0,1355.825,8000.0,2069.5903141078306,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,31718.391104850198
1827,117.87894736842105,19029.898809523806,3493.451086956522,6.39625,1346.775,8000.0,4052.35424408174,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,31718.391104850198
1828,117.87894736842105,20199.111111111106,3677.11956521739,13.49125,1359.6249999999998,8000.0,-0.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,22810.63810864561
1829,117.87894736842105,21401.865079365078,3866.0869565217386,1306.6625,1407.175,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,15510.0
1830,117.87894736842105,20781.6865079365,3856.222826086956,17102.87375,1394.9,8000.0,7332.8899258502715,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,15510.0
1831,104.21153846153845,17079.279761904763,3722.6086956521726,44242.00124999998,1478.4,8000.0,-0.0,-0.0,10000.0,14237.335727795598,-0.0,-0.0,-0.0,-0.0,15510.0
1832,90.85000000000001,12951.601190476185,3126.1141304347802,68421.76125000001,1535.0,8000.0,-0.0,-0.0,2206.7320123298578,-0.0,-0.0,-0.0,-0.0,-0.0,15510.0
1833,75.42857142857143,11129.444444444436,1679.347826086956,84279.19374999999,1520.925,7459.152096122236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,28622.65797829637
1834,75.42857142857143,9621.986111111106,1110.48913043478,93708.825,1540.5,8000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,51892.11172966873
1835,75.42857142857143,7975.934523809514,1488.179347826085,93676.84375,1562.925,8000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,76079.97530252794
1836,75.42857142857143,6657.58730158729,1316.902173913041,89379.85374999998,1525.2249999999995,8000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,94466.70574543264
1837,75.42857142857143,7540.759920634909,1807.336956521739,81122.88624999998,1524.3999999999999,8000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,106400.0
1838,90.85000000000001,8716.771825396816,2316.3586956521726,64210.50249999998,1529.2999999999995,8000.0,-0.0,-0.0,1584.3461399513217,-0.0,-0.0,-0.0,-0.0,-0.0,106400.0
1839,104.21153846153845,9244.174603174593,3484.565217391302,38823.41,1445.525,8000.0,-0.0,-0.0,10000.0,15214.828308258999,-0.0,-0.0,-0.0,-0.0,106400.0
1840,127.91684393274856,9097.732142857145,3839.184782608695,12520.14875,1359.0,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,95353.97733426477
1841,127.91684393274856,11685.14087301587,4303.125,690.6875,1384.2250000000001,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,71246.49874182424
1842,127.91684393274856,16992.847222222223,4003.6141304347834,68.155,1380.475,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,51674.58287251384
1843,127.91684393274856,20295.17261904762,4202.527173913044,57.3512499999785,1356.0999999999995,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,41088.48688563842
1844,127.91684393274856,21103.09325396825,4950.489130434783,41.71,1328.75,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,37999.15648758403
1845,127.91684393274856,20248.44246031746,4669.157608695651,-0.0,1317.1,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,37769.4463161481
1846,117.87894736842105,19398.492063492053,3664.809782608695,-0.0,1299.175,8000.0,6155.323915393979,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,37769.4463161481
1847,117.87894736842105,18391.511904761894,3401.086956521739,-0.0,1304.1249999999998,8000.0,5838.550262125726,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,39567.92245701327
1848,117.87894736842105,16957.115079365067,3344.429347826085,-0.0,1308.9,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,45421.98722777419
1849,117.87894736842105,15026.8492063492,2756.983695652173,-0.0,1303.05,8000.0,5012.48943632275,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,45421.98722777419
1850,117.87894736842105,13624.488095238092,2317.4184782608677,-0.0,1294.375,8000.0,7196.363950059778,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,45421.98722777419
1851,127.91684393274856,12583.0992063492,2394.211956521739,6.664999999999999,1293.425,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,44008.33849865316
1852,127.91684393274856,11525.920634920632,2568.0163043478237,27.6275,1319.525,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,36431.81933472604
1853,127.91684393274856,10693.26587301587,2852.690217391302,1545.04375,1353.1499999999999,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,19949.53967520228
1854,127.91684393274856,9514.607142857134,3347.690217391302,17742.283749999977,1373.6499999999999,8000.0,9000.0,8000.0,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,12804.776408485262
1855,115.3906976744186,7335.996031746027,3860.788043478258,44797.13125,1475.2,8000.0,-0.0,993.6549649328081,10000.0,20000.0,-0.0,-0.0,-0.0,-0.0,12804.776408485262
1856,96.81269017269739,3624.8730158730136,3427.9076086956507,68477.28499999999,1551.7749999999999,8000.0,-0.0,-0.0,10000.0,-0.0,-0.0,-0.0,-0.0,-0.0,13484.090371339866
1857,90.85000000000001,2180.071428571422,1753.8586956521729,84293.59874999999,1532.925,8000.0,-0.0,-0.0,10000.0,-0.0,-0.0,-0.0,-0.0,-0.0,28655.600776396397
1858,90.85000000000001,2090.216269841264,1032.1467391304338,91362.53,1509.0,8000.0,-0.0,-0.0,10000.0,-0.0,-0.0,-0.0,-0.0,-0.0,52232.95702234552
1859,90.85000000000001,1719.615079365079,622.5,90579.33875000001,1518.425,8000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,67061.37452748264
1860,90.85000000000001,1723.0833333333294,338.804347826085,85799.02875,1496.375,8000.0,-0.0,-0.0,10000.0,-0.0,-0.0,-0.0,-0.0,-0.0,88481.18234347407
1861,90.85000000000001,1686.621031746027,1174.3206521739119,79040.87999999998,1470.1,8000.0,-0.0,-0.0,9367.117254141594,-0.0,-0.0,-0.0,-0.0,-0.0,104374.09037133987
